Region,Climate,Plot Size (ha),LiDAR TCH,Basal Area,BA-weighted WD,EACDfield,Regional ACD Model,General ACD Model
Madagascar,dry,0.1257,3.58484918,24.975,0.327488488,22.35774058,13.89769552,16.65992166
Madagascar,dry,0.1257,3.008891307,22.368125,0.329236916,18.35516181,11.55243944,13.03026546
Madagascar,dry,0.1257,6.909776816,20.309375,0.390694876,24.16916828,27.77728738,43.72375203
Madagascar,dry,0.1257,3.327906854,17.719375,0.372390039,18.33615231,12.84865284,15.00159513
Madagascar,dry,0.1257,5.777765053,27.25625,0.324358175,26.38559626,22.99801455,33.34059142
Madagascar,dry,0.1257,3.405636335,14.441875,0.315635954,12.06347991,13.16554931,15.49665033
Madagascar,dry,0.1257,2.634681027,19.915625,0.325067629,16.34523234,10.0416917,10.84303967
Madagascar,dry,0.1257,3.377840057,20.1225,0.259818766,14.33072017,13.05217985,15.31895671
Madagascar,dry,0.1257,3.856215798,20.7975,0.284053372,17.17449941,15.01014971,18.47921423
Madagascar,dry,0.1257,3.715193961,15.059375,0.296593484,11.71514972,14.43147742,17.52509849
Madagascar,dry,0.1257,5.618469024,21.7275,0.319504085,20.13465301,22.32941143,31.97680661
Madagascar,dry,0.1257,3.39350915,30.21625,0.263627394,21.56443937,13.11608125,15.41903435
Madagascar,dry,0.1257,2.810775453,24.088125,0.301534989,19.05914937,10.75123128,11.85532893
Madagascar,dry,0.1257,3.832346418,18.998125,0.347515544,17.69736628,14.91212008,18.31640198
Madagascar,dry,0.1257,2.486408545,2.6,0.300028846,2.023934883,9.446279149,10.01430993
Madagascar,dry,0.1257,3.157330618,6.01375,0.442473498,6.940151874,12.15467431,13.93540416
Panama,dry,0.1,4.851336,6.249489146,0.5488278,12.87638891,9.805816105,12.39174445
Panama,dry,0.1,6.136441,6.467603077,0.582153193,13.34599779,13.90320756,17.92396323
Panama,dry,0.1,4.205494,3.971737569,0.50660825,7.80258665,7.93048426,9.777490618
Panama,dry,0.1,4.073544,3.171797994,0.553405348,6.064193142,7.563620198,9.258697129
Panama,dry,0.1,2.628381,1.236780049,0.545261846,2.415598648,3.94466404,3.976579211
Panama,dry,0.1,3.666505,2.341196334,0.548940355,4.460344432,6.468443721,7.693709197
Panama,dry,0.1,2.209201,1.544830338,0.517436882,2.681211549,3.047218335,2.608339701
Panama,dry,0.1,1.80624,0.420480555,0.512651037,0.71467751,2.259216581,1.381225713
Panama,dry,0.1,2.372072,1.656404516,0.532469636,3.141631942,3.386905934,3.129602735
Panama,dry,0.1,2.433677,1.405335126,0.502596618,2.437324812,3.518417439,3.330278118
Panama,dry,0.1,5.123891,5.941391733,0.521686792,11.64451916,10.63540172,13.53009344
Panama,dry,0.1,7.374284,9.122481031,0.515269185,18.41903629,18.267743,23.61136678
Panama,dry,0.1,3.62329,3.113316977,0.513141671,5.883293509,6.35549326,7.530827497
Panama,dry,0.1,8.660432,12.28863199,0.505206341,25.12125826,23.19644221,29.84359295
Panama,dry,0.1,3.421947,5.34608074,0.546139871,10.0832897,5.837914052,6.780644039
Panama,dry,0.1,6.998675,8.212176797,0.518171403,16.19189738,16.90253204,21.85154197
Panama,dry,0.1,4.366135,3.173541586,0.531058603,5.63438479,8.384716155,10.41631744
Panama,dry,0.1,7.447602,5.190940325,0.530625983,10.24447086,18.53824778,23.95818171
Panama,dry,0.1,5.533264,6.167501054,0.577530996,12.44607106,11.92206185,15.27627634
Panama,dry,0.1,6.419327,9.289630239,0.509956875,18.56418304,14.86606478,19.19469136
Panama,dry,0.1,3.871083,3.966381129,0.541148791,8.178239309,7.011883964,8.473434471
Panama,dry,0.1,16.849004,24.32793817,0.583565859,62.29285208,62.35372453,75.48595433
Panama,dry,0.1,5.088586,8.784255605,0.542759573,17.73364135,10.52670523,13.38152181
Panama,dry,0.1,7.325399,6.685921212,0.515224824,14.24691482,18.08810691,23.38071943
Panama,dry,0.1,3.715653,1.614401228,0.524713919,3.108477085,6.597689216,7.879736659
Panama,dry,0.1,3.192997,3.048984717,0.507965567,5.249464921,5.267121099,5.945690773
Panama,dry,0.1,4.849456,5.755039451,0.501169209,10.22629036,9.800170728,12.38396218
Panama,dry,0.1,5.348863,8.883923092,0.441819198,16.9662948,11.33654873,14.48443893
Panama,dry,0.1,6.241774,7.058445133,0.519019211,12.48745425,14.25926339,18.39502247
Panama,dry,0.1,6.004593,7.632526716,0.5187817,14.88775547,13.46169332,17.33789508
Panama,dry,0.1,9.29924,9.560138323,0.42222043,18.98952112,25.78360391,33.04984652
Panama,dry,0.1,5.050583,8.580043286,0.493701715,17.0472286,10.41011094,13.22196407
Panama,dry,0.1,3.903435,3.610923988,0.542062222,6.727883406,7.099128125,8.598021352
Panama,moist,0.36,23.07767778,22.27544744,0.484513769,65.48904719,97.46489888,94.5263395
Panama,moist,0.36,25.05224444,27.28537143,0.501541353,92.06597894,110.7460646,104.1490729
Panama,moist,0.36,27.10193333,29.99876937,0.461275078,104.7776525,125.1621154,114.1809935
Panama,moist,0.36,19.43676667,21.47736074,0.469401641,59.1792056,74.61341762,76.95578977
Panama,moist,0.36,20.86226667,25.71553067,0.517294248,87.44720041,83.30015801,83.80214318
Panama,moist,0.36,18.03282222,21.48664152,0.506076759,62.65905671,66.39748138,70.26515991
Panama,moist,0.36,17.62646667,19.48439981,0.573292605,66.05564833,64.08393794,68.33973504
Panama,moist,0.36,23.02928889,24.45488589,0.506092844,81.27247043,97.14708662,94.29119277
Panama,moist,0.36,26.73295556,31.01702281,0.55560935,125.1715092,122.5206515,112.3726849
Panama,moist,0.36,22.45243333,23.26894339,0.51344333,77.42338721,93.38705006,91.49081638
Panama,moist,0.36,25.18697778,24.92995361,0.561736887,99.23903035,111.6742341,104.807366
Panama,moist,0.36,27.11591111,25.80134851,0.555122723,106.0379711,125.2625759,114.2495135
Panama,moist,0.36,17.35044444,24.7890859,0.465027576,73.58190646,62.52922279,67.03496367
Panama,moist,0.36,16.70142222,19.13206364,0.496368346,55.86670329,58.92768233,63.97743244
Panama,moist,0.36,22.92227778,29.46866269,0.484009503,100.4495297,96.44556914,93.77129884
Panama,moist,0.36,23.03974444,25.88506323,0.532122256,89.18110589,97.21572596,94.34199866
Panama,moist,0.36,25.70521111,24.40402046,0.495304781,79.79084819,115.2700236,107.3410688
Panama,moist,0.36,27.9899,35.26372304,0.46689741,123.3802105,131.6010027,118.5359826
Panama,moist,0.36,20.21427778,21.58933233,0.56305848,79.90481318,79.30908321,80.68400552
Panama,moist,0.36,22.65494444,30.50531409,0.511051492,116.9047637,94.70100517,92.4733012
Panama,moist,0.36,25.20875556,27.35052457,0.571362734,112.5491879,111.8245196,104.9137874
Panama,moist,0.36,27.73285556,29.56040593,0.538051891,120.3434134,129.7252461,117.274911
Panama,moist,0.36,26.76002222,25.23063457,0.596586829,109.4058076,122.7137333,112.5053046
Panama,moist,0.36,27.0944,25.23782751,0.501087214,88.66297459,125.1079842,114.1440651
Panama,moist,0.36,27.0802,29.06822308,0.477752161,100.0809364,125.0059718,114.0744576
Panama,moist,0.36,25.06337778,27.75755499,0.518187175,101.4309836,110.8226565,104.2034621
Panama,moist,0.36,23.14726667,25.4279484,0.520162414,94.93972029,97.92260003,94.86457072
Panama,moist,0.36,21.7712,29.48429648,0.50861174,114.7431342,89.01539892,88.19104487
Panama,moist,0.36,28.58865556,29.31252772,0.487210553,104.6679449,136.0075335,121.4745545
Panama,moist,0.36,23.56103333,24.62224552,0.569912551,93.32509939,100.6598109,96.87713131
Panama,moist,0.36,20.55581111,22.84985493,0.555161735,80.32431723,81.40392003,82.32628997
Panama,moist,0.36,21.01276667,25.91848192,0.501929021,85.48079801,84.23709906,84.52768098
Panama,moist,0.36,28.14781111,44.90816378,0.434230181,159.3318909,132.7581078,119.3108451
Panama,moist,0.36,22.48455556,28.11318982,0.499602611,97.11493649,93.59503112,91.64661189
Panama,moist,0.36,24.60217778,28.0538159,0.542552592,110.2994909,107.6657133,101.9515016
Panama,moist,0.36,23.56747778,25.15363501,0.560286369,96.37717138,100.7026561,96.90849659
Panama,moist,0.36,19.98475556,25.72594374,0.563369444,99.24848449,77.91227701,79.58187505
Panama,moist,0.36,21.70612222,22.18212469,0.523318485,78.05660345,88.60170755,87.87626402
Panama,moist,0.36,21.19456667,27.33495841,0.554749546,106.6586767,85.37388398,85.40474849
Panama,moist,0.36,22.02702222,26.15799345,0.517861922,90.48635344,90.64829017,89.4292228
Panama,moist,0.36,18.99737778,20.6184493,0.493584498,61.50209093,72.00536258,74.85580945
Panama,moist,0.36,23.49314444,30.96833904,0.496898115,105.8976875,100.2088546,96.54675013
Panama,moist,0.36,20.467,22.89239297,0.550849281,86.09828671,80.85730967,81.89897803
Panama,moist,0.36,21.99898889,25.98944046,0.502359087,93.34798788,90.46883871,89.29348286
Panama,moist,0.36,24.95191111,26.29651151,0.525103696,103.1322419,110.0566746,103.6589776
Panama,moist,0.36,20.15833333,23.73661746,0.521631806,81.53015069,78.96780429,80.41525256
Panama,moist,0.36,19.38886667,19.85990739,0.543692421,67.60635599,74.32749215,76.7266088
Panama,moist,0.36,18.67228889,26.17558201,0.547743792,100.3847578,70.09718375,73.30554469
Panama,moist,0.36,25.22187778,27.97592622,0.486563382,97.37717159,111.9151091,104.9779141
Panama,moist,0.36,25.93212222,35.85951518,0.494668965,138.3070226,116.8572406,108.4512419
Panama,moist,0.36,24.00751111,31.83384127,0.497061708,118.9672506,103.643541,99.05149096
Panama,moist,0.36,22.71438889,21.83371988,0.600880407,93.40820389,95.08794343,92.76182537
Panama,moist,0.36,22.59531111,27.10554143,0.486109009,102.3099741,94.31340428,92.18391854
Panama,moist,0.36,22.14426667,24.75691949,0.591563525,105.8570978,91.40019005,89.99708491
Panama,moist,0.36,20.78087778,34.97011067,0.494856361,138.0889236,82.79503162,83.40998266
Panama,moist,0.36,22.10084444,24.16244943,0.492038873,77.45586006,91.12146037,89.78674476
Panama,moist,0.36,27.74112222,38.80832531,0.462409919,143.1799625,129.7854214,117.3154628
Panama,moist,0.36,25.06061111,25.31808429,0.490180967,83.34286645,110.8036214,104.1899461
Panama,moist,0.36,27.68407778,29.33134892,0.533339631,112.1435885,129.3703823,117.0356399
Panama,moist,0.36,25.51645556,31.03374089,0.467850451,112.8019842,113.9556204,106.4179252
Panama,moist,0.36,22.84125556,20.08364551,0.53564408,69.87732089,95.91563291,93.37778658
Panama,moist,0.36,25.12446667,24.68254882,0.545507049,94.54956204,111.2432548,104.50192
Panama,moist,0.36,23.60143333,28.26884264,0.517010578,101.2456997,100.9285137,97.07376862
Panama,moist,0.36,23.2346,30.78965223,0.541512937,120.3103301,98.49809363,95.28915077
Panama,moist,0.36,33.70957778,37.80311384,0.50586913,153.5646155,175.7571093,146.6157138
Panama,moist,0.36,28.3478,34.59100988,0.470637107,125.5906067,134.2287283,120.2923239
Panama,moist,0.36,19.59832222,20.26176291,0.517460322,63.9327336,75.58066641,77.72920584
Panama,moist,0.36,24.30538889,27.82471744,0.554680097,112.0549256,105.6514695,100.5036117
Panama,moist,0.36,31.57797778,34.2700831,0.576311925,162.3978362,158.7703711,136.1550938
Panama,moist,0.36,25.09002222,26.44097677,0.528807828,102.7949891,111.006034,104.3336323
Panama,moist,0.36,31.23284444,30.6728657,0.527084646,121.3072771,156.0783999,134.4601843
Panama,moist,0.36,25.91027778,31.19469079,0.517537385,122.0665844,116.7041041,108.3443476
Panama,moist,0.36,33.26633333,41.57028049,0.423243821,142.9094248,172.1742364,144.4419676
Panama,moist,0.36,33.63118889,49.12457819,0.419619445,169.0366288,175.1215511,146.2313504
Panama,moist,0.36,26.05407778,30.16382734,0.502846536,105.6746291,117.7135061,109.0480975
Panama,moist,0.36,26.03885556,31.56895919,0.502740937,117.781068,117.606507,108.9735926
Panama,moist,0.36,24.30816667,26.17906394,0.590268271,112.3578939,105.6702586,100.5171582
Panama,moist,0.36,29.54855556,39.06152895,0.478273286,151.5295684,143.1794133,126.1877747
Panama,moist,0.36,23.11757778,23.11799205,0.518439673,80.47156535,97.72723607,94.72026125
Panama,moist,0.36,18.96311111,24.61988496,0.594604709,95.90806315,71.80336444,74.69225983
Panama,moist,0.36,28.25466667,39.51930482,0.40399959,122.0640829,133.5431511,119.8352376
Panama,moist,0.36,22.68462222,30.91820009,0.522528585,119.3065408,94.89411452,92.61734035
Panama,moist,0.36,26.10016667,41.36357679,0.457329331,148.1328825,118.0376834,109.2736906
Panama,moist,0.36,30.88234444,39.70970933,0.481165483,151.1379641,153.3614472,132.7387553
Panama,moist,0.36,21.97965556,27.30967296,0.56807933,108.3391565,90.34515315,89.19987746
Panama,moist,0.36,20.64602222,28.48160483,0.562881764,112.4453567,81.96049305,82.76052001
Panama,moist,0.36,16.22178444,22.52749044,0.509484616,73.02286743,56.315491,61.72782447
Panama,moist,0.36,18.74398889,30.48496792,0.567023344,108.7065106,70.51646698,73.64720442
Panama,moist,0.36,32.59901111,37.95643229,0.481920623,151.473392,166.8300103,141.1677005
Panama,moist,0.36,25.40177778,29.08877651,0.58447739,127.2831412,113.1596929,105.8572353
Panama,moist,0.36,25.13061111,27.89974478,0.559188913,111.025882,111.2855909,104.5319416
Panama,moist,0.36,21.15246667,25.21395795,0.530770256,87.67303536,85.11015078,85.20158204
Panama,moist,0.36,22.88546667,29.15483722,0.575987281,114.1708186,96.20467201,93.59250017
Panama,moist,0.36,16.47532667,20.66294647,0.538181144,68.35272492,57.69105412,62.91590224
Panama,moist,0.36,21.34193333,31.27338768,0.572149364,117.8015635,86.29934854,86.11619724
Panama,moist,0.36,18.14906667,26.36148139,0.488361383,79.694518,67.06468628,70.81692498
Panama,moist,0.36,25.00536667,24.72660748,0.521725755,82.07918641,110.4237761,103.9200772
Panama,moist,0.36,25.5669,32.12175296,0.486845465,117.9785002,114.3063637,106.6646008
Panama,moist,0.36,22.29384444,30.08498863,0.51678768,111.818752,92.36266414,90.72190523
Panama,moist,0.36,25.05835556,33.92999043,0.550044958,136.4872309,110.7881037,104.1789271
Panama,moist,0.36,27.38245556,38.94642231,0.492379483,149.9946688,127.1837757,115.556351
Panama,moist,0.36,21.18808889,25.73128663,0.528023967,90.98625396,85.3332853,85.3734856
Panama,moist,0.36,29.21492222,45.02867004,0.524698323,189.8934013,140.6717559,124.5493634
Panama,moist,0.36,20.11286667,28.03203637,0.592757807,115.1112578,78.69083083,80.19688902
Panama,moist,0.36,18.7021,31.16978276,0.495525045,117.5418806,70.27140296,73.44758043
Panama,moist,0.36,22.52178889,30.22450589,0.501551087,104.2698142,93.83631172,91.82721844
Panama,moist,0.36,27.40076667,34.3147548,0.521196213,139.3465361,127.3161418,115.6461431
Panama,moist,0.36,19.87661111,20.44662164,0.54426407,68.1513894,77.25722003,79.06302499
Panama,moist,0.36,26.99384444,29.91174289,0.538812543,118.4966016,124.3862369,113.651175
Panama,moist,0.36,24.84158889,26.44912528,0.578428731,113.2765499,109.3004284,103.1202141
Panama,moist,0.36,22.19626667,22.80559993,0.570081953,82.55904938,91.73438099,90.24902052
Panama,moist,0.36,29.66012222,39.21373475,0.497437183,153.0740344,144.0214991,126.7356974
Panama,moist,0.36,30.92055556,30.12862186,0.512015268,115.357426,153.6568177,132.9264295
Panama,moist,0.36,21.95654444,22.97296828,0.486333242,76.61015421,90.19737843,89.08799026
Panama,moist,0.36,26.38157778,27.63146804,0.533140584,105.7947891,120.0239551,110.6514915
Panama,moist,0.36,30.13761111,27.58065278,0.501284204,97.67557498,147.6453869,129.0808747
Panama,moist,0.36,29.87483333,40.7851594,0.475251553,161.1508097,145.6470604,127.7902222
Panama,moist,0.36,28.6043,31.7703091,0.485954127,117.8203087,136.1233625,121.5513513
Panama,moist,0.36,30.3369,40.5660115,0.45789629,147.589477,149.167382,130.0597192
Panama,moist,0.36,32.69425556,35.10750735,0.568923237,165.3723831,167.5890842,141.6351292
Panama,moist,0.36,24.95145556,24.1360077,0.585450784,95.60248939,110.0535481,103.6567526
Panama,moist,0.36,24.74832222,30.91020212,0.499428355,116.3556786,108.6625508,102.6648459
Panama,moist,0.36,22.15264778,33.46956166,0.479987335,124.9463048,91.45402387,90.03768743
Panama,moist,0.36,21.38338889,22.39706417,0.509162633,74.1536131,86.56033209,86.31641334
Panama,moist,0.36,29.54455556,34.23142406,0.49232214,133.6862085,143.1492548,126.1681303
Panama,moist,0.36,24.28586667,28.2247949,0.484062041,91.9447638,105.5194533,100.4084092
Panama,moist,0.36,24.81856667,30.66470629,0.521378715,113.6079102,109.1428488,103.0078008
Panama,moist,0.36,18.54803111,22.50020658,0.531550399,78.98816229,69.37267482,72.71379423
Panama,moist,0.5,4.143797,0.380759994,0.544662199,0.895858261,6.735342586,10.21812003
Panama,moist,0.5,3.860511,0.465773182,0.484519997,1.297133808,6.0326146,9.224789679
Panama,moist,0.5,1.680638,0.264154906,0.444111933,0.70565739,1.653894513,2.357468637
Panama,moist,0.5,1.860785,0.647957537,0.620081533,2.293332507,1.937846002,2.857135955
Panama,moist,0.1,3.005762,0.185888895,0.507042731,0.319161905,4.086756086,6.348348561
Panama,moist,0.1,13.19658,13.20642895,0.51233495,28.74284331,40.8458839,47.76986555
Panama,moist,0.1,4.70547,5.005687606,0.543789315,10.47437188,8.208436474,12.23855657
Panama,moist,0.1,11.295876,14.62780984,0.51542076,32.97805741,32.06643725,39.25332911
Panama,moist,0.1,9.253935,14.66082813,0.516676335,32.47464335,23.51296303,30.3912214
Panama,moist,0.1,10.084879,8.905113232,0.565978683,19.98434554,26.87922203,33.9568321
Panama,moist,0.1,5.926863,5.08206793,0.584978697,9.597954756,11.7546637,16.83373377
Panama,moist,0.1,5.928634,3.184042408,0.596727252,5.37887832,11.76012961,16.84057452
Panama,moist,0.1,5.000157,7.094966317,0.597476009,16.38194991,9.022146926,13.32344985
Panama,moist,0.1,17.926356,17.87518705,0.484575561,42.93283684,65.78849463,69.76018074
Panama,moist,0.1,10.363302,15.67615629,0.531436503,29.7555939,28.04276031,35.1645483
Panama,moist,0.1,11.240978,10.46959432,0.512453406,18.32809811,31.8242664,39.0108639
Panama,moist,0.1,10.063974,12.85196142,0.506987051,23.24962001,26.79257216,33.8664065
Panama,moist,0.1,13.757144,12.48875236,0.529050568,28.23842219,43.57738766,50.32249731
Panama,moist,0.1,9.907419,15.88120113,0.54489118,32.15418471,26.1468476,33.19037045
Panama,moist,0.1,14.490133,16.87231536,0.531693983,46.76651053,47.24336364,53.68502968
Panama,moist,0.1,4.702396,3.664873236,0.575906145,6.937343395,8.200093813,12.22732611
Panama,moist,0.1,12.951138,11.04157888,0.550360283,35.21965697,39.66990321,46.65768097
Panama,moist,0.1,8.543951,8.785959927,0.630476005,33.14259231,20.76647876,27.39453
Panama,moist,0.1,5.989651,4.123186595,0.523214268,6.005296939,11.94900246,17.07655188
Panama,moist,0.1,5.222584,2.647345951,0.523952973,3.596381238,9.654325519,14.15280309
Panama,moist,0.1,14.865671,16.65702102,0.500454777,36.68490534,49.16225673,55.41795013
Panama,moist,0.1,11.467216,13.142403,0.525790677,27.57082802,32.82647525,40.01143805
Panama,moist,0.1,12.92904,18.97482023,0.517920105,42.38885451,39.56462894,46.55771632
Panama,moist,0.1,9.413781,11.68834351,0.572256687,26.35517258,24.14797258,31.07242453
Panama,moist,0.1,14.342707,13.86388879,0.479623813,27.45795712,46.49754603,53.00657204
Panama,moist,0.1,7.333926,7.220779829,0.566794737,13.22499568,16.37429035,22.40754263
Panama,moist,0.1,17.885646,16.5619874,0.525993273,48.23032652,65.5561638,69.56718463
Panama,moist,0.1,14.289175,13.6309072,0.595093372,38.76954454,46.22778239,52.76047919
Panama,moist,0.1,15.97914,17.283591,0.537376813,40.24315359,55.01019832,60.59317293
Panama,moist,0.1,9.254738,17.88528731,0.492497183,45.33071674,23.51613793,30.39463767
Panama,moist,0.1,14.474298,24.66340684,0.489591655,67.81479431,47.16305233,53.61210618
Panama,moist,0.1,10.452316,11.95930516,0.512460819,23.73334076,28.41845726,35.55197083
Panama,moist,0.1,9.08644,9.797942276,0.443742904,16.4128154,22.85408039,29.67993205
Panama,moist,0.1,10.604185,15.50971394,0.481434479,39.9713976,29.06355628,36.21439125
Panama,moist,0.1,9.318682,7.656874171,0.576702435,15.36255907,23.76945034,30.66686953
Panama,moist,0.1,6.968847,7.319897534,0.635149673,18.35340963,15.12363761,20.93615343
Panama,moist,0.1,9.996677,10.64331734,0.549263726,21.82313887,26.5143102,33.57555484
Panama,moist,0.1,8.769155,7.709990894,0.560934658,14.01164391,21.6244272,28.33979164
Panama,moist,0.1,11.472455,11.37599511,0.536369502,24.18030945,32.84981477,40.03465063
Panama,moist,0.1,8.538664,12.57763628,0.580468889,27.81391195,20.74648655,27.37239943
Panama,moist,0.1,10.121421,9.116456999,0.527782421,17.23086114,27.03092622,34.11498243
Panama,moist,0.1,7.38967,7.226796007,0.559224998,14.19564128,16.56836197,22.63364496
Panama,moist,0.1,17.659967,19.91413721,0.586226258,65.38771819,64.27355812,68.49826602
Panama,moist,0.1,16.002236,21.75087783,0.597771406,79.27554089,55.13397055,60.70107293
Panama,moist,0.1,18.016529,24.41557527,0.539587919,67.89591054,66.30415425,70.18785644
Panama,moist,0.1,13.585129,19.5451476,0.479296106,43.46990002,42.73248588,49.53738941
Panama,moist,0.1,9.252658,10.20218072,0.57333914,35.17819508,23.50791436,30.38578866
Panama,moist,0.1,5.794403,4.728016658,0.465714125,8.335646521,11.3484297,16.32344847
Panama,moist,0.1,16.620888,23.30496805,0.54534292,60.6329581,58.48612661,63.59910045
Panama,moist,0.1,14.731381,19.30594563,0.523875687,46.21888309,48.47293881,54.79750747
Panama,moist,0.1,10.83143,7.99283764,0.556601294,22.96096197,30.03845549,37.20888613
Panama,moist,0.1,6.52245,2.723694859,0.567544576,9.935685447,13.64330848,19.16023385
Panama,moist,0.1,13.358032,14.59263169,0.561261427,35.96017366,41.62611738,48.50331041
Panama,moist,0.1,9.117065,12.0440186,0.581902758,26.38652974,22.97405099,29.80979058
Panama,moist,0.1,11.255788,15.41184503,0.523170745,35.00673332,31.88953294,39.07625346
Panama,moist,0.1,10.292059,13.9764133,0.567252567,31.83411888,27.7433579,34.85492384
Panama,moist,0.1,12.387496,9.379652992,0.519150496,24.1875283,37.01617133,44.11695791
Panama,moist,0.1,5.536261,5.645350238,0.616126961,16.00746642,10.57154122,15.33689696
Panama,moist,0.1,10.928582,11.18297477,0.530430519,18.10532018,30.45874249,37.63523701
Panama,moist,0.1,6.391369,6.571692376,0.607085027,21.20403768,13.21905033,18.64385076
Panama,moist,0.1,26.184629,33.40899712,0.472208569,115.9086409,118.6325957,109.6871563
Panama,moist,0.1,16.069446,36.55795563,0.506586233,106.638396,55.49471628,61.0151869
Panama,moist,0.1,15.788302,21.57087159,0.503169226,56.28716182,53.99130234,59.70244473
Panama,moist,0.1,10.638321,17.90957194,0.55922919,48.44157329,29.20926804,36.36353046
Panama,moist,0.1,15.490127,14.73664296,0.494820042,28.55427212,52.41300439,58.31374974
Panama,moist,0.1,10.1188,13.59653802,0.556560634,28.47393266,27.02003497,34.10363535
